flight_number,origin_station_code,destination_station_code,score,satisfaction_type,arrival_delay_minutes,cabin_name,fleet_type_description,seat_factor_band,loyalty_program_level,fleet_usage,haul_type
3418,EWX,JAX,1.0,Dissatisfied,-5,,ERJ-175,90+,global services,Express,Medium
1208,EWX,JAX,3.0,Dissatisfied,-8,Economy Plus,B737-700,90+,,Mainline,Medium
3418,EWX,JAX,,Unknown,-5,,ERJ-175,90+,global services,Express,Medium
3418,EWX,JAX,5.0,Satisfied,-5,,ERJ-175,90+,non-elite,Express,Medium
296,DEX,GEX,5.0,Satisfied,-9,,A320-200,90+,premier silver,Mainline,Medium
1256,GEX,DEX,2.0,Dissatisfied,-18,,A320-200,80+,global services,Mainline,Medium
296,DEX,GEX,,Unknown,-9,,A320-200,90+,premier silver,Mainline,Medium
1256,GEX,DEX,,Unknown,-18,,A320-200,80+,global services,Mainline,Medium
2030,MSX,ORX,5.0,Satisfied,-2,Economy,B737-700,90+,non-elite,Mainline,Medium
1248,FAX,DEX,3.0,Dissatisfied,-3,Economy Plus,A319-100,90+,,Mainline,Medium
4725,FCX,SFX,2.0,Dissatisfied,-26,,ERJ-175,0 to 70,premier gold,Express,Medium
4725,FCX,SFX,,Unknown,-26,,ERJ-175,0 to 70,premier gold,Express,Medium
6102,IAX,INX,,Unknown,-8,,ERJ-175,90+,premier silver,Express,Medium
6102,IAX,INX,2.0,Dissatisfied,-8,,ERJ-175,90+,premier silver,Express,Medium
486,IAX,INX,5.0,Satisfied,26,,A319-100,90+,non-elite,Mainline,Medium
486,IAX,INX,,Unknown,26,,A319-100,90+,non-elite,Mainline,Medium
563,DEX,SNX,1.0,Dissatisfied,-21,Economy,B737-800,90+,non-elite,Mainline,Medium
1010,SNX,DEX,1.0,Dissatisfied,-7,Economy Plus,A320-200,90+,premier 1k,Mainline,Medium
2200,SNX,DEX,,Unknown,-7,,A320-200,90+,non-elite,Mainline,Medium
407,SNX,DEX,2.0,Dissatisfied,-12,Economy,B737-800,90+,non-elite,Mainline,Medium
2200,SNX,DEX,1.0,Dissatisfied,-7,,A320-200,90+,non-elite,Mainline,Medium
3501,ORX,PVX,,Unknown,-15,,ERJ-175,90+,premier 1k,Express,Medium
3501,ORX,PVX,1.0,Dissatisfied,-15,,ERJ-175,90+,premier 1k,Express,Medium
1582,SAX,DEX,4.0,Satisfied,5,Economy Plus,B737-800,90+,non-elite,Mainline,Medium
541,DEX,SAX,,Unknown,-7,,B737-800,90+,premier 1k,Mainline,Medium
775,MCX,IAX,4.0,Satisfied,-7,Economy,B737-900,90+,,Mainline,Medium
541,DEX,SAX,1.0,Dissatisfied,-7,,B737-800,90+,premier 1k,Mainline,Medium
1635,MCX,IAX,1.0,Dissatisfied,65,Economy,B737-900,80+,non-elite,Mainline,Medium
405,DEX,IAX,,Unknown,-14,,B737-900,90+,premier silver,Mainline,Medium
700,DEX,IAX,5.0,Satisfied,8,Economy,B777-200,90+,non-elite,Mainline,Medium
1549,IAX,DEX,5.0,Satisfied,-12,Economy,B737-900,90+,non-elite,Mainline,Medium
405,DEX,IAX,2.0,Dissatisfied,-14,,B737-900,90+,premier silver,Mainline,Medium
405,DEX,IAX,5.0,Satisfied,-14,Economy,B737-900,90+,non-elite,Mainline,Medium
1617,DEX,LAX,4.0,Satisfied,-10,,B757-300,90+,non-elite,Mainline,Medium
2071,LAX,DEX,4.0,Satisfied,-11,,B737-800,90+,premier 1k,Mainline,Medium
1617,DEX,LAX,5.0,Satisfied,-10,Economy,B757-300,90+,,Mainline,Medium
2071,LAX,DEX,,Unknown,-11,,B737-800,90+,premier 1k,Mainline,Medium
1030,LAX,DEX,2.0,Dissatisfied,-11,Economy,B737-900,90+,non-elite,Mainline,Medium
1094,DEX,LAX,5.0,Satisfied,-9,Economy Plus,B737-800,90+,,Mainline,Medium
1617,DEX,LAX,,Unknown,-10,,B757-300,90+,non-elite,Mainline,Medium
1926,LAX,DEX,3.0,Dissatisfied,-16,Economy,B737-800,90+,non-elite,Mainline,Medium
648,DEX,LAX,,Unknown,-17,,B737-900,70+,non-elite,Mainline,Medium
648,DEX,LAX,1.0,Dissatisfied,-17,,B737-900,70+,non-elite,Mainline,Medium
3672,JAX,ORX,,Unknown,13,,ERJ-175,90+,non-elite,Express,Medium
3672,JAX,ORX,2.0,Dissatisfied,13,Economy Plus,ERJ-175,90+,premier 1k,Express,Medium
3672,JAX,ORX,2.0,Dissatisfied,13,,ERJ-175,90+,non-elite,Express,Medium
500,ORX,BOX,,Unknown,-15,,B737-900,90+,premier silver,Mainline,Medium
500,ORX,BOX,5.0,Satisfied,-15,,B737-900,90+,premier silver,Mainline,Medium
678,ORX,BOX,2.0,Dissatisfied,1,,B737-MAX9,90+,non-elite,Mainline,Medium
1149,CVX,IAX,3.0,Dissatisfied,-19,Economy,B737-900,90+,,Mainline,Medium
4655,DEX,MEX,,Unknown,-8,,ERJ-175,90+,premier silver,Express,Medium
4655,DEX,MEX,2.0,Dissatisfied,-8,,ERJ-175,90+,premier silver,Express,Medium
585,DEX,ORX,,Unknown,-11,,B737-900,90+,premier silver,Mainline,Medium
452,DEX,ORX,,Unknown,-12,,B737-900,90+,non-elite,Mainline,Medium
585,DEX,ORX,1.0,Dissatisfied,-11,,B737-900,90+,premier silver,Mainline,Medium
1899,DEX,ORX,5.0,Satisfied,-6,Economy,B777-200,90+,non-elite,Mainline,Medium
585,DEX,ORX,3.0,Dissatisfied,-11,Economy,B737-900,90+,,Mainline,Medium
1538,ORX,DEX,3.0,Dissatisfied,-18,Economy,B757-200,90+,,Mainline,Medium
626,DEX,ORX,3.0,Dissatisfied,-16,Economy,B737-900,90+,premier silver,Mainline,Medium
452,DEX,ORX,2.0,Dissatisfied,-12,,B737-900,90+,non-elite,Mainline,Medium
1623,IAX,PVX,5.0,Satisfied,-19,Economy Plus,A320-200,90+,non-elite,Mainline,Medium
794,DEX,MKX,4.0,Satisfied,-17,Economy Plus,B737-800,80+,premier gold,Mainline,Medium
1037,MCX,CLX,2.0,Dissatisfied,-16,Economy,B737-800,80+,,Mainline,Medium
5602,DEX,RDX,3.0,Dissatisfied,-2,,ERJ-175,90+,non-elite,Express,Medium
5602,DEX,RDX,,Unknown,-2,,ERJ-175,90+,non-elite,Express,Medium
1189,RDX,DEX,1.0,Dissatisfied,-8,Economy Plus,B737-900,90+,non-elite,Mainline,Medium
203,PWX,ORX,2.0,Dissatisfied,-4,Economy Plus,A319-100,70+,premier gold,Mainline,Medium
316,FLX,IAX,2.0,Dissatisfied,7,,B737-900,90+,premier gold,Mainline,Medium
316,FLX,IAX,,Unknown,7,,B737-900,90+,premier gold,Mainline,Medium
6021,IAX,MSX,5.0,Satisfied,-28,,ERJ-175,90+,premier silver,Express,Medium
6021,IAX,MSX,,Unknown,-28,,ERJ-175,90+,premier silver,Express,Medium
545,DEX,SMX,3.0,Dissatisfied,-6,Economy Plus,B737-800,90+,non-elite,Mainline,Medium
6225,IAX,CLX,2.0,Dissatisfied,-15,,ERJ-175,90+,non-elite,Express,Medium
6225,IAX,CLX,,Unknown,-15,,ERJ-175,90+,non-elite,Express,Medium
6015,IAX,MIX,1.0,Dissatisfied,-15,Economy,ERJ-175,90+,premier silver,Express,Medium
6086,MIX,IAX,3.0,Dissatisfied,-9,Economy,ERJ-175,90+,,Express,Medium
2654,IAX,ORX,4.0,Satisfied,-21,Economy,B737-900,90+,,Mainline,Medium
2426,IAX,ORX,5.0,Satisfied,7,Economy Plus,B737-900,90+,premier 1k,Mainline,Medium
612,ORX,IAX,,Unknown,-16,,B737-900,90+,premier 1k,Mainline,Medium
1599,ORX,IAX,4.0,Satisfied,-10,Economy Plus,B737-900,90+,premier 1k,Mainline,Medium
612,ORX,IAX,2.0,Dissatisfied,-16,Economy,B737-900,90+,non-elite,Mainline,Medium
1228,ORX,IAX,,Unknown,-21,,B737-MAX9,90+,non-elite,Mainline,Medium
1599,ORX,IAX,1.0,Dissatisfied,-10,Economy,B737-900,90+,,Mainline,Medium
1634,IAX,ORX,5.0,Satisfied,-15,Economy,B737-900,90+,non-elite,Mainline,Medium
1228,ORX,IAX,3.0,Dissatisfied,-21,,B737-MAX9,90+,non-elite,Mainline,Medium
1900,IAX,ORX,5.0,Satisfied,61,,B737-900,90+,premier platinum,Mainline,Medium
1900,IAX,ORX,,Unknown,61,,B737-900,90+,premier platinum,Mainline,Medium
612,ORX,IAX,4.0,Satisfied,-16,,B737-900,90+,premier 1k,Mainline,Medium
4800,IAX,TUX,3.0,Dissatisfied,-11,Economy,ERJ-175,90+,non-elite,Express,Medium
801,EWX,MCX,4.0,Satisfied,-23,Economy,B737-MAX8,90+,,Mainline,Medium
1769,MCX,EWX,2.0,Dissatisfied,22,,B737-800,90+,non-elite,Mainline,Medium
398,EWX,MCX,1.0,Dissatisfied,-2,,B737-900,90+,non-elite,Mainline,Medium
1769,MCX,EWX,1.0,Dissatisfied,22,Economy,B737-800,90+,,Mainline,Medium
398,EWX,MCX,,Unknown,-2,,B737-900,90+,non-elite,Mainline,Medium
398,EWX,MCX,2.0,Dissatisfied,-2,Economy Plus,B737-900,90+,,Mainline,Medium
2136,EWX,MCX,3.0,Dissatisfied,-23,Economy,B737-800,80+,non-elite,Mainline,Medium
2136,EWX,MCX,4.0,Satisfied,-23,Economy,B737-800,80+,non-elite,Mainline,Medium
1106,EWX,MCX,3.0,Dissatisfied,173,Economy,B737-900,0 to 70,non-elite,Mainline,Medium
438,DEX,SJX,,Unknown,-16,,B737-MAX9,80+,premier 1k,Mainline,Medium
5794,SJX,DEX,1.0,Dissatisfied,-20,Economy Plus,CRJ-700,90+,premier silver,Express,Medium
438,DEX,SJX,3.0,Dissatisfied,-16,Economy,B737-MAX9,80+,,Mainline,Medium
438,DEX,SJX,1.0,Dissatisfied,-16,,B737-MAX9,80+,premier 1k,Mainline,Medium
2488,IAX,MSX,2.0,Dissatisfied,-8,,B737-700,80+,non-elite,Mainline,Medium
2488,IAX,MSX,,Unknown,-8,,B737-700,80+,non-elite,Mainline,Medium
1263,IAX,NAX,4.0,Satisfied,-27,Economy,B737-800,70+,,Mainline,Medium
2282,NAX,IAX,1.0,Dissatisfied,-40,Economy,B737-800,0 to 70,,Mainline,Medium
5455,DEX,MRX,3.0,Dissatisfied,-11,Economy,CRJ-200,90+,non-elite,Express,Medium
1125,IAX,MIX,2.0,Dissatisfied,-1,,B737-900,90+,premier silver,Mainline,Medium
2658,MFX,DEX,1.0,Dissatisfied,-23,Economy Plus,B737-800,90+,,Mainline,Medium
2343,DEX,MFX,1.0,Dissatisfied,-14,Economy,B737-800,80+,,Mainline,Medium
512,MIX,IAX,4.0,Satisfied,2,,B737-900,80+,non-elite,Mainline,Medium
1632,DEX,MFX,,Unknown,10,,B737-800,90+,non-elite,Mainline,Medium
1632,DEX,MFX,4.0,Satisfied,10,,B737-800,90+,non-elite,Mainline,Medium
1570,IAX,BZX,2.0,Dissatisfied,1,,B737-800,90+,premier 1k,Mainline,Medium
1570,IAX,BZX,,Unknown,1,,B737-800,90+,premier 1k,Mainline,Medium
1300,SFX,DEX,,Unknown,-9,,A320-200,90+,premier 1k,Mainline,Medium
2682,DEX,SFX,4.0,Satisfied,-2,Economy Plus,B777-200,90+,premier 1k,Mainline,Medium
2000,SFX,DEX,5.0,Satisfied,-7,,B757-300,90+,non-elite,Mainline,Medium
234,DEX,SFX,1.0,Dissatisfied,-15,,B737-900,80+,non-elite,Mainline,Medium
2369,SFX,DEX,5.0,Satisfied,-14,,B737-800,90+,non-elite,Mainline,Medium
1300,SFX,DEX,2.0,Dissatisfied,-9,,A320-200,90+,premier 1k,Mainline,Medium
2369,SFX,DEX,,Unknown,-14,,B737-800,90+,non-elite,Mainline,Medium
2000,SFX,DEX,,Unknown,-7,,B757-300,90+,non-elite,Mainline,Medium
234,DEX,SFX,,Unknown,-15,,B737-900,80+,non-elite,Mainline,Medium
1300,SFX,DEX,1.0,Dissatisfied,-9,,A320-200,90+,premier 1k,Mainline,Medium
1425,ORX,AUX,4.0,Satisfied,36,,A320-200,90+,non-elite,Mainline,Medium
1425,ORX,AUX,4.0,Satisfied,36,,A320-200,90+,non-elite,Mainline,Medium
1425,ORX,AUX,,Unknown,36,,A320-200,90+,non-elite,Mainline,Medium
294,AUX,ORX,4.0,Satisfied,-19,Economy,A320-200,80+,,Mainline,Medium
6061,IAX,MKX,2.0,Dissatisfied,-24,Economy,ERJ-175,90+,,Express,Medium
2255,PDX,DEX,4.0,Satisfied,-17,Economy Plus,B737-800,80+,non-elite,Mainline,Medium
1486,DEX,EUX,1.0,Dissatisfied,0,,B737-800,70+,premier silver,Mainline,Medium
1486,DEX,EUX,,Unknown,0,,B737-800,70+,premier silver,Mainline,Medium
534,TPX,EWX,4.0,Satisfied,-19,Economy,B737-700,90+,non-elite,Mainline,Medium
662,EWX,TPX,5.0,Satisfied,-22,Economy,B737-800,90+,,Mainline,Medium
2046,TPX,EWX,4.0,Satisfied,-13,Economy,A320-200,90+,,Mainline,Medium
1716,MCX,ORX,1.0,Dissatisfied,-30,Economy,B737-800,90+,,Mainline,Medium
2324,ORX,MCX,,Unknown,-24,,B737-800,90+,premier silver,Mainline,Medium
2324,ORX,MCX,5.0,Satisfied,-24,,B737-800,90+,premier silver,Mainline,Medium
1439,IAX,SJX,5.0,Satisfied,-9,Economy Plus,B737-800,90+,,Mainline,Medium
2191,EWX,MSX,3.0,Dissatisfied,-11,Economy Plus,B737-800,90+,,Mainline,Medium
3437,EWX,MSX,1.0,Dissatisfied,-26,Economy,ERJ-175,90+,non-elite,Express,Medium
2668,MSX,EWX,,Unknown,-9,,B737-700,90+,premier 1k,Mainline,Medium
2668,MSX,EWX,5.0,Satisfied,-9,,B737-700,90+,premier 1k,Mainline,Medium
3718,MSX,EWX,1.0,Dissatisfied,-11,,ERJ-175,90+,premier silver,Express,Medium
2191,EWX,MSX,3.0,Dissatisfied,-11,Economy,B737-800,90+,,Mainline,Medium
2668,MSX,EWX,4.0,Satisfied,-9,Economy Plus,B737-700,90+,premier platinum,Mainline,Medium
2356,PHX,IAX,3.0,Dissatisfied,67,Economy Plus,A320-200,90+,premier 1k,Mainline,Medium
1896,IAX,PHX,,Unknown,-27,,B737-800,90+,premier gold,Mainline,Medium
1896,IAX,PHX,5.0,Satisfied,-27,,B737-800,90+,premier gold,Mainline,Medium
2327,ORX,TPX,4.0,Satisfied,-24,,B737-900,90+,non-elite,Mainline,Medium
408,TPX,ORX,2.0,Dissatisfied,-16,,B737-800,90+,non-elite,Mainline,Medium
408,TPX,ORX,,Unknown,-16,,B737-800,90+,non-elite,Mainline,Medium
2327,ORX,TPX,,Unknown,-24,,B737-900,90+,non-elite,Mainline,Medium
4720,FCX,LAX,5.0,Satisfied,-14,Economy Plus,CRJ-700,0 to 70,,Express,Medium
4720,FCX,LAX,,Unknown,-14,,CRJ-700,0 to 70,,Express,Medium
4720,FCX,LAX,2.0,Dissatisfied,-14,,CRJ-700,0 to 70,,Express,Medium
2210,PBX,EWX,,Unknown,-14,,B737-800,90+,global services,Mainline,Medium
1547,PBX,EWX,3.0,Dissatisfied,13,Economy Plus,B737-MAX8,90+,non-elite,Mainline,Medium
303,DEX,SEX,1.0,Dissatisfied,-32,,B737-800,90+,non-elite,Mainline,Medium
2210,PBX,EWX,1.0,Dissatisfied,-14,,B737-800,90+,global services,Mainline,Medium
375,EWX,PBX,2.0,Dissatisfied,1,Economy,B737-800,90+,premier silver,Mainline,Medium
2227,SRX,EWX,,Unknown,-28,,B737-700,90+,,Mainline,Medium
1216,EWX,SRX,1.0,Dissatisfied,-19,Economy Plus,B737-700,90+,,Mainline,Medium
2227,SRX,EWX,1.0,Dissatisfied,-28,,B737-700,90+,,Mainline,Medium
3487,ORX,SAX,5.0,Satisfied,-13,Economy,ERJ-170,90+,,Express,Medium
3708,SAX,ORX,,Unknown,12,,ERJ-170,90+,premier platinum,Express,Medium
3708,SAX,ORX,2.0,Dissatisfied,12,,ERJ-170,90+,premier platinum,Express,Medium
1761,IAX,RDX,1.0,Dissatisfied,25,,B737-900,90+,non-elite,Mainline,Medium
1688,DEX,MSX,5.0,Satisfied,-12,,A319-100,80+,non-elite,Mainline,Medium
1984,MSX,DEX,2.0,Dissatisfied,-4,Economy,A319-100,90+,non-elite,Mainline,Medium
2437,DEX,MSX,4.0,Satisfied,7,,A319-100,90+,premier platinum,Mainline,Medium
1688,DEX,MSX,,Unknown,-12,,A319-100,80+,non-elite,Mainline,Medium
2437,DEX,MSX,,Unknown,7,,A319-100,90+,premier platinum,Mainline,Medium
712,EWX,FLX,2.0,Dissatisfied,-16,,B737-800,90+,premier silver,Mainline,Medium
557,EWX,FLX,1.0,Dissatisfied,-37,Economy Plus,A320-200,90+,,Mainline,Medium
1876,FLX,EWX,2.0,Dissatisfied,-5,Economy Plus,A320-200,90+,non-elite,Mainline,Medium
1876,FLX,EWX,4.0,Satisfied,-5,Economy,A320-200,90+,non-elite,Mainline,Medium
712,EWX,FLX,,Unknown,-16,,B737-800,90+,premier silver,Mainline,Medium
1184,FLX,EWX,4.0,Satisfied,9,Economy,B737-800,90+,non-elite,Mainline,Medium
712,EWX,FLX,5.0,Satisfied,-16,,B737-800,90+,premier 1k,Mainline,Medium
1780,EWX,RSX,5.0,Satisfied,-17,Economy Plus,B737-MAX8,90+,,Mainline,Medium
2448,RSX,EWX,5.0,Satisfied,-22,,B737-MAX8,90+,non-elite,Mainline,Medium
2275,EWX,RSX,5.0,Satisfied,-14,,B737-MAX8,90+,premier gold,Mainline,Medium
2448,RSX,EWX,,Unknown,-22,,B737-MAX8,90+,non-elite,Mainline,Medium
2448,RSX,EWX,2.0,Dissatisfied,-22,Economy Plus,B737-MAX8,90+,premier gold,Mainline,Medium
2448,RSX,EWX,3.0,Dissatisfied,-22,Economy,B737-MAX8,90+,,Mainline,Medium
1780,EWX,RSX,4.0,Satisfied,-17,Economy Plus,B737-MAX8,90+,non-elite,Mainline,Medium
2275,EWX,RSX,,Unknown,-14,,B737-MAX8,90+,premier gold,Mainline,Medium
733,DEX,CVX,2.0,Dissatisfied,-9,Economy Plus,B737-800,90+,premier gold,Mainline,Medium
1230,EWX,MIX,,Unknown,-16,,B737-900,90+,premier 1k,Mainline,Medium
1230,EWX,MIX,3.0,Dissatisfied,-16,,B737-900,90+,premier 1k,Mainline,Medium
1533,EWX,MIX,4.0,Satisfied,-22,Economy Plus,B737-MAX8,70+,non-elite,Mainline,Medium
2148,MIX,EWX,1.0,Dissatisfied,-15,Economy,B757-200,90+,,Mainline,Medium
682,NAX,EWX,1.0,Dissatisfied,-9,,A320-200,80+,premier silver,Mainline,Medium
682,NAX,EWX,3.0,Dissatisfied,-9,Economy,A320-200,80+,non-elite,Mainline,Medium
682,NAX,EWX,,Unknown,-9,,A320-200,80+,premier silver,Mainline,Medium
1908,GUX,IAX,5.0,Satisfied,-22,Economy,B737-800,70+,non-elite,Mainline,Medium
276,IAX,GUX,2.0,Dissatisfied,2,,B737-800,0 to 70,non-elite,Mainline,Medium
1903,IAX,GUX,1.0,Dissatisfied,-15,Economy,B737-800,70+,non-elite,Mainline,Medium
2622,PIX,IAX,4.0,Satisfied,-2,Economy,B737-MAX8,90+,non-elite,Mainline,Medium
6155,IAX,PIX,3.0,Dissatisfied,41,Economy,ERJ-175,90+,non-elite,Express,Medium
2086,IAX,PIX,5.0,Satisfied,0,,B737-MAX8,90+,non-elite,Mainline,Medium
2634,PIX,IAX,5.0,Satisfied,-18,Economy,B737-800,80+,non-elite,Mainline,Medium
2622,PIX,IAX,2.0,Dissatisfied,-2,Economy Plus,B737-MAX8,90+,premier gold,Mainline,Medium
2086,IAX,PIX,3.0,Dissatisfied,0,Economy Plus,B737-MAX8,90+,non-elite,Mainline,Medium
2086,IAX,PIX,,Unknown,0,,B737-MAX8,90+,non-elite,Mainline,Medium
1897,DTX,DEX,4.0,Satisfied,-14,Economy Plus,A319-100,90+,premier gold,Mainline,Medium
1526,DEX,DTX,3.0,Dissatisfied,-4,Economy,A319-100,90+,premier silver,Mainline,Medium
1575,NAX,IAX,2.0,Dissatisfied,-35,Economy,A319-100,0 to 70,non-elite,Mainline,Medium
1501,DEX,CMX,3.0,Dissatisfied,142,Economy Plus,B737-900,80+,premier 1k,Mainline,Medium
1501,DEX,CMX,,Unknown,142,Economy Plus,B737-900,80+,premier 1k,Mainline,Medium
6026,IAX,RIX,3.0,Dissatisfied,190,Economy,ERJ-175,90+,non-elite,Express,Medium
5637,DEX,TYX,,Unknown,5,,ERJ-175,90+,premier 1k,Express,Medium
5637,DEX,TYX,5.0,Satisfied,5,,ERJ-175,90+,premier 1k,Express,Medium
774,EWX,MSX,3.0,Dissatisfied,-16,Economy Plus,B737-700,90+,,Mainline,Medium
1967,MSX,EWX,4.0,Satisfied,12,,A319-100,90+,global services,Mainline,Medium
519,IAX,XPX,4.0,Satisfied,-9,Economy,B737-700,70+,,Mainline,Medium
528,XPX,IAX,5.0,Satisfied,18,Economy,B737-700,70+,non-elite,Mainline,Medium
792,BZX,ORX,2.0,Dissatisfied,-16,Economy Plus,B737-900,80+,non-elite,Mainline,Medium
2662,ORX,BZX,4.0,Satisfied,1,Economy Plus,B737-900,80+,premier gold,Mainline,Medium
295,DEX,SJX,3.0,Dissatisfied,-19,Economy,A320-200,90+,,Mainline,Medium
1196,IAX,IAX,5.0,Satisfied,-19,Economy,A320-200,90+,,Mainline,Medium
2611,IAX,IAX,,Unknown,-3,,A320-200,90+,premier 1k,Mainline,Medium
472,IAX,IAX,3.0,Dissatisfied,-19,Economy,A320-200,90+,,Mainline,Medium
2611,IAX,IAX,5.0,Satisfied,-3,,A320-200,90+,premier 1k,Mainline,Medium
5700,SLX,IAX,,Unknown,-19,,ERJ-175,90+,premier silver,Express,Medium
5700,SLX,IAX,1.0,Dissatisfied,-19,,ERJ-175,90+,premier silver,Express,Medium
3477,EYX,EWX,2.0,Dissatisfied,-12,Economy Plus,ERJ-170,70+,,Express,Medium
406,DEX,CLX,,Unknown,-16,,B737-800,90+,premier 1k,Mainline,Medium
406,DEX,CLX,4.0,Satisfied,-16,,B737-800,90+,premier 1k,Mainline,Medium
6184,DCX,IAX,4.0,Satisfied,-1,Economy,ERJ-175,90+,non-elite,Express,Medium
1715,LAX,IAX,4.0,Satisfied,-7,Economy,B737-MAX9,80+,,Mainline,Medium
1574,IAX,LAX,4.0,Satisfied,-13,,B737-MAX9,90+,premier silver,Mainline,Medium
1408,IAX,LAX,5.0,Satisfied,6,Economy,B737-800,80+,,Mainline,Medium
2450,IAX,LAX,3.0,Dissatisfied,0,,B737-900,90+,premier silver,Mainline,Medium
2300,LAX,IAX,4.0,Satisfied,-3,,B737-800,80+,premier 1k,Mainline,Medium
1574,IAX,LAX,,Unknown,-13,,B737-MAX9,90+,premier silver,Mainline,Medium
2145,LAX,IAX,3.0,Dissatisfied,-11,,A320-200,0 to 70,non-elite,Mainline,Medium
2300,LAX,IAX,,Unknown,-3,,B737-800,80+,premier 1k,Mainline,Medium
2145,LAX,IAX,,Unknown,-11,,A320-200,0 to 70,non-elite,Mainline,Medium
653,BWX,IAX,5.0,Satisfied,-2,,B737-900,80+,premier gold,Mainline,Medium
481,BWX,IAX,4.0,Satisfied,-14,Economy,A320-200,80+,,Mainline,Medium
2138,ORX,SLX,,Unknown,-25,,B737-MAX9,80+,premier 1k,Mainline,Medium
2138,ORX,SLX,2.0,Dissatisfied,-25,,B737-MAX9,80+,premier 1k,Mainline,Medium
401,AUX,IAX,4.0,Satisfied,-13,Economy,B737-800,90+,non-elite,Mainline,Medium
2473,SAX,IAX,2.0,Dissatisfied,20,Economy,B737-900,80+,non-elite,Mainline,Medium
2267,IAX,SAX,1.0,Dissatisfied,-7,,B737-800,90+,premier 1k,Mainline,Medium
1461,IAX,SAX,4.0,Satisfied,-13,Economy Plus,B737-MAX9,90+,non-elite,Mainline,Medium
1095,DEX,YYX,3.0,Dissatisfied,13,Economy,B737-800,90+,,Mainline,Medium
1166,IAX,ONX,5.0,Satisfied,24,Economy Plus,B737-800,80+,,Mainline,Medium
1166,IAX,ONX,5.0,Satisfied,24,,B737-800,80+,premier silver,Mainline,Medium
1166,IAX,ONX,,Unknown,24,,B737-800,80+,premier silver,Mainline,Medium
1862,ONX,IAX,2.0,Dissatisfied,-6,Economy,B737-800,90+,,Mainline,Medium
5614,DEX,CLX,5.0,Satisfied,8,,ERJ-175,90+,premier 1k,Express,Medium
5614,DEX,CLX,,Unknown,8,,ERJ-175,90+,premier 1k,Express,Medium
2234,ORX,FCX,4.0,Satisfied,-10,Economy,B737-900,90+,,Mainline,Medium
1288,FCX,ORX,5.0,Satisfied,-16,Economy,B737-900,80+,non-elite,Mainline,Medium
1134,CUX,IAX,1.0,Dissatisfied,-8,Economy,B737-900,80+,,Mainline,Medium
1870,IAX,SAX,,Unknown,2,,A319-100,90+,premier silver,Mainline,Medium
2126,SAX,IAX,2.0,Dissatisfied,42,Economy,B737-700,90+,,Mainline,Medium
1870,IAX,SAX,5.0,Satisfied,2,,A319-100,90+,premier silver,Mainline,Medium
1870,IAX,SAX,1.0,Dissatisfied,2,Economy,A319-100,90+,,Mainline,Medium
699,DFX,EWX,1.0,Dissatisfied,-9,,A319-100,90+,global services,Mainline,Medium
555,EWX,DFX,1.0,Dissatisfied,-36,Economy,A319-100,80+,,Mainline,Medium
361,DFX,EWX,2.0,Dissatisfied,60,,B737-MAX8,90+,non-elite,Mainline,Medium
361,DFX,EWX,,Unknown,60,,B737-MAX8,90+,non-elite,Mainline,Medium
1878,IAX,LAX,2.0,Dissatisfied,-3,Economy Plus,B777-200,90+,non-elite,Mainline,Medium
1648,IAX,LAX,3.0,Dissatisfied,-13,Economy,B737-900,90+,,Mainline,Medium
2362,LAX,IAX,3.0,Dissatisfied,-17,Economy,B737-800,90+,,Mainline,Medium
2296,ORX,YYX,2.0,Dissatisfied,-13,Economy,B737-700,90+,non-elite,Mainline,Medium
1430,IAX,EWX,1.0,Dissatisfied,-25,Economy Plus,B737-900,90+,global services,Mainline,Medium
1778,EWX,IAX,2.0,Dissatisfied,-30,,B737-MAX8,90+,premier gold,Mainline,Medium
705,IAX,EWX,1.0,Dissatisfied,-15,Economy Plus,B737-MAX8,90+,premier 1k,Mainline,Medium
2107,IAX,EWX,1.0,Dissatisfied,9,Economy Plus,B737-900,90+,,Mainline,Medium
705,IAX,EWX,2.0,Dissatisfied,-15,Economy Plus,B737-MAX8,90+,premier 1k,Mainline,Medium
2107,IAX,EWX,5.0,Satisfied,9,,B737-900,90+,premier gold,Mainline,Medium
2107,IAX,EWX,,Unknown,9,,B737-900,90+,premier gold,Mainline,Medium
1525,IAX,EWX,1.0,Dissatisfied,-14,,B767-300,90+,premier platinum,Mainline,Medium
1816,DEX,SAX,2.0,Dissatisfied,3,Economy,A319-100,90+,,Mainline,Medium
1816,DEX,SAX,1.0,Dissatisfied,3,Economy Plus,A319-100,90+,global services,Mainline,Medium
6072,LGX,IAX,3.0,Dissatisfied,-5,Economy,ERJ-175,90+,premier 1k,Express,Medium
1972,LGX,IAX,5.0,Satisfied,-15,Economy,A320-200,90+,non-elite,Mainline,Medium
6081,LGX,IAX,1.0,Dissatisfied,-25,,ERJ-175,80+,premier platinum,Express,Medium
2485,LGX,IAX,4.0,Satisfied,-6,Economy,A320-200,90+,non-elite,Mainline,Medium
236,IAX,LGX,,Unknown,-15,,B737-800,90+,premier 1k,Mainline,Medium
236,IAX,LGX,5.0,Satisfied,-15,,B737-800,90+,premier 1k,Mainline,Medium
1760,LGX,IAX,1.0,Dissatisfied,0,Economy,B737-800,80+,non-elite,Mainline,Medium
1024,RDX,DEX,3.0,Dissatisfied,-21,Economy,B737-800,90+,,Mainline,Medium
