flight_number,origin_station_code,destination_station_code,scheduled_departure_date,verbatim_text,sentiments
922,LHX,EWX,2022-09-03,It would be nice to have alternatives to lager. I have occasionally had IPA on a flight but that it very rare.,Neutral
2259,DEX,BWX,2022-09-03,"Yes, at no time before the flight could I make a food selection due to the short window of opportunity, I tried several times.",Neutral
1775,ORX,EWX,2022-09-03,Excellent choices available.,Neutral
990,IAX,FRX,2022-09-03,the vegetarian noodles were not good. there was no chicken left.,Neutral
4537,EWX,IAX,2022-09-04,"Was very happy the flight attendant saved my meal until later so I could sleep. The flight left at 11:30 pm. I wanted to sleep. eat the meal later, which the flight attendant took care of in a very helpful way.",Neutral
1717,PHX,DEX,2022-09-04,Good service from flight attendents.,Neutral
1815,MCX,DEX,2022-09-04,No.,Neutral
2274,DEX,BWX,2022-09-04,I flew first class and was pleased with my food and beverage selection.,Neutral
1089,IAX,MEX,2022-09-04,No.,Neutral
4354,LNX,DEX,2022-09-04,Please offer a snack with the beverage-early morning flight-a small snack would be appreciated.,Neutral
530,SEX,IAX,2022-09-04,Nothing.,Neutral
605,DEX,SYX,2022-09-05,Please offer sugar free organic options. I do really appreciate the sparkling water choices.,Neutral
4716,DTX,IAX,2022-09-03,No.,Neutral
2305,SAX,IAX,2022-09-05,No.,Neutral
2305,SAX,IAX,2022-09-05,Water tasted bad.,Neutral
2175,YYX,ORX,2022-09-06,"Only 2 meal options available - same as a recent flight. One was no longer available on board. Flight attendant was responsive and offered snack box along with other meal offerings (fruit, cookie) to accommodate.",Neutral
2235,RIX,ORX,2022-09-06,Nothing I can think of.,Neutral
2086,SFX,SAX,2022-09-06,You used to give a snack cookie out. on the last several flights I have been on they are no longer offered.,Neutral
2390,ORX,RSX,2022-09-06,"It is was good…. Not great. But ok, nothing to complain about.",Neutral
355,IAX,DCX,2022-09-04,No.,Neutral
4882,LFX,IAX,2022-09-06,Nothing.,Neutral
2174,ORX,MCX,2022-09-06,What was the purpose of pre-order when the attendants knew nothing about it.,Neutral
4637,DEX,DRX,2022-09-06,No food or beverage on 47 minute flight.,Neutral
2269,IAX,MCX,2022-09-06,"No snacks, pretzels.",Neutral
978,SNX,EWX,2022-09-06,Only one choice going. Coming back they had a vegan meal as a choice.,Neutral
352,DCX,SFX,2022-09-06,"Need higher quality in first, and also increased food service. Offer snacks more often. There is one meals served, then nothing for several hours, then 1 offer of a snack.",Neutral
2653,SFX,BOX,2022-09-06,"Coast-to-coast flight, should offer a little more food. But, OK.",Neutral
2411,LAX,IAX,2022-09-06,"The dinner was a choice between curry vegetables and chicken. I dislike Indian food so my choice was chicken. The chicken pieces were good, but this sort of quinoa-kind-of-thing is that kind of ""new age"" foods (kale, gluten free, all cardboard-tasty-good-for-you new stuff) that I also dislike. The salad that was a side dish was a lemony-sweety-crunchy mix that I did not like either. Fortunately, I had an ultraenemy-bad-wolf tasty sandwich that I had bought before boarding that made me feel comfortable on my 9hr and some more minutes trip from Houston to Buenos Aires. I have to say that I am an oldy 65. I am used to eat real food. Yours sincerely, The Dinosaur.",Neutral
4501,EWX,DCX,2022-09-07,No.,Neutral
19,MXX,EWX,2022-09-07,"My only substantive disappointment on the food and beveridge offering (business class) was the total lack of description (none!). on menus of wine offerings. Food was quite good, as were wines. Flight attendants served huge sizes of wines. not optimal if one wanted to taste several.",Neutral
2040,LAX,ORX,2022-09-07,Miss bread service.,Neutral
5024,CMX,ORX,2022-09-07,no.,Neutral
1137,DEX,MKX,2022-09-06,.,Neutral
1922,IAX,SAX,2022-09-07,The warm meals are not good.,Neutral
1922,IAX,SAX,2022-09-07,Having a seperate in flight menu vs putting it into the magazine and having to hunt for it.,Neutral
85,EWX,TLX,2022-09-07,Vegetarian entree for dinner was odd.. a cold noodle concoction which I did not like and a salad over a flaky bread disc…I was expecting something hot and tasty.,Neutral
1640,OGX,SFX,2022-09-07,Would like to see options for less sugary drinks/juice and snack varieties.,Neutral
1642,IAX,SFX,2022-09-07,"I can not eat gluten and can not have dairy, but had to select one or the other in order to place an order. It would be great to have foods that meet several criteria;. for example, something can be gluten-free and also vegan, and that way people who have multiple restrictions can easily make a choice that will result in foods they are able to eat.",Neutral
745,DEX,SBX,2022-09-07,Biscoffs are very good...would have loved to see a portion of 4.,Negative
2288,ORX,SMX,2022-09-07,"nice selection of beverages, specifically the choices of waters.",Neutral
296,DEX,GEX,2022-09-04,"Just a thank you for my upgrade - my chicken, orzo and kale dish was excellent, a delicious small blueberry dessert. Certainly helped me arrive in Spokane very happy!.",Neutral
2337,SNX,DEX,2022-09-07,I would love it if you offered Dr. Pepper (or Mr. Pibb or similar) as an option! <:)>.,Neutral
1191,GDX,IAX,2022-09-08,Good.,Neutral
364,EWX,HNX,2022-09-08,Quality can be improved.,Neutral
364,EWX,HNX,2022-09-08,The food served in First class was fabulous. Loved it!.,Neutral
1609,SEX,ORX,2022-09-08,Need to give more options for food that is free.,Neutral
873,TPX,SFX,2022-09-08,No.,Neutral
873,TPX,SFX,2022-09-08,"Should have options for low carb and other diet. It was not an option for me to choose when I booked the ticket. If there were an option, I might miss it because it was not clearly listed on the screen when I booked the ticket.",Neutral
2370,PVX,DEX,2022-09-08,Food and beverage for purchase required payment through the United app. I do not like storing credit card information online. Why not ApplePay or other contactless payments?.,Neutral
492,BZX,DEX,2022-09-09,It was a short flight so did not expect much.,Neutral
434,BUX,EWX,2022-09-09,No.,Neutral
5259,RDX,SFX,2022-09-09,Would like to have a root beer as part of the beverages.,Neutral
1417,IAX,LAX,2022-09-09,"I was interested in purchasing additional food and an alcoholic beverage, but did not have the United app on my phone, so did not have a contactless way of paying. I was discouraged, as a result, from making a purchase.",Neutral
80,EWX,NRX,2022-09-09,Bring back the sundae service.,Neutral
1736,LAX,EWX,2022-09-09,What happen to the hot meals flights gave out.,Neutral
477,SFX,ORX,2022-09-09,na.,Neutral
5561,ORX,ABX,2022-09-10,Yes.,Neutral
2013,SFX,EWX,2022-09-10,"When a flight is nearly 5 hours long, a free that is more substantial than pretzels or biscoff should be offered.",Neutral
371,EWX,LAX,2022-09-10,Everything was great thank you so much your staff was great greatly appreciated thank you so much.,Neutral
680,EWX,LAX,2022-09-10,I had just water.,Neutral
1686,LIX,DEX,2022-09-10,The entree was very dissatisfying regarding flavor and texture.,Neutral
864,SFX,SYX,2022-09-10,The snack between the two main meals was not satisfactory.,Neutral
2614,DEX,EWX,2022-09-10,"I would like to see recycling performed by the crew - everything went in the trash on my Denver to EWR flight. All cans, glasses, & papers went in the trash. no recycling services was offered. When I asked a crew member about recyclsing, she said the recycle bags were in the back and could not be accessed. So I took all my recyclables with me when disembarking the plane, and recycled them inside the EWR airport - but everybody else's stuff was thrown away...",Neutral
2614,DEX,EWX,2022-09-10,"It was fine. For Gold status, with i did not have to pay for a snack (hummus box).",Neutral
1781,SFX,TPX,2022-09-10,None.,Neutral
775,EWX,MCX,2022-09-09,I did not receive the burger I preordered had choice is chicken or meatless meatballs. Selected chicken and did not enjoy it. Chicken was rubbery.,Neutral
6222,ACX,IAX,2022-09-07,More options…. Especially for first class.,Negative
3505,EWX,RDX,2022-09-10,A snack used to also be provided. On the last few flights there was no snack.,Neutral
915,CDX,IAX,2022-09-11,"For the snack before landing, I asked for a Coke Zero but was told they were out. I was sitting in the second row of Economy Plus and am a 1K member, so I am somewhat shocked that a flight of this length would not have Coke Zero available.",Neutral
1670,PUX,IAX,2022-09-11,No.,Neutral
907,FRX,ORX,2022-09-11,New Polaris menu is excellent.,Neutral
2,SFX,SIX,2022-09-10,Food can have more vegetarian options.,Neutral
4356,LFX,IAX,2022-09-11,Ran out of cookies.,Neutral
196,MUX,SFX,2022-09-11,"Could be a bit more variety. Not for the main course but for the snack prior to landing (only a cold sandwich with cheese was served). Besides that, everything was great based on economy class standards.",Neutral
196,MUX,SFX,2022-09-11,"The white wine felt like very low quality and had a bad taste. I did not drink it. The quality of the food was mostly ok, but not great. I would have loved to receive a healthier meal.",Neutral
474,DEX,PDX,2022-09-11,"Pour or leave the whole can!. After adding ice to the cup, I think I got 2 swallows of water.",Neutral
6356,IAX,SAX,2022-09-11,"For a 2 hour flight, why serve anything?. Just seems weird and a waste.",Neutral
477,SFX,ORX,2022-09-11,"Wine and beer should not be charged at Economy Plus and for such long flight, the snacks needs to be improved.",Neutral
305,IAX,JAX,2022-09-10,"I did not have my phone set up with a credit card so I could not order anything. Understand rational, but I would have liked to order, but I was not interested in entering my credit card on an unsecured network.",Neutral
1869,YVX,ORX,2022-09-12,Bigger snack bags also non-gluten.,Neutral
57,CDX,EWX,2022-09-12,Digestifs.,Neutral
440,EWX,CHX,2022-09-12,Loved that you had stroopwafels!.,Neutral
662,EWX,TPX,2022-09-12,Had coffee and a cookie And may I said a small cookie!!!!. It would be nice to get back to FOOD.,Neutral
522,JFX,SFX,2022-09-12,It is ok.,Neutral
2239,SMX,ORX,2022-09-12,Larger bag of pretzels!.,Neutral
64,GRX,IAX,2022-09-12,No.,Neutral
901,LHX,SFX,2022-09-12,I liked that there was a vegetarian option as part of the regular food offering. I did not have to request a special meal. One main meal and two snacks were just right for the the 10+ hour flight.,Neutral
1055,EWX,CUX,2022-09-12,no.,Neutral
5642,SJX,DEX,2022-09-12,"Lots of wasted food since no choice of items was given, just all of it served.",Neutral
2298,EWX,LAX,2022-09-13,"Go back to the days where we all had a modest ""snackbox"" and hot food in 1rst.",Neutral
2304,IAX,SAX,2022-09-13,The snack options are rather limited. At least the Biscoff cookies are tasty though.,Neutral
2075,IAX,DEX,2022-09-13,I would like more options for purchase.,Neutral
1548,ORX,MEX,2022-09-13,Wine was cheap. I recommend United to offer better quality wines.,Neutral
2368,PIX,SFX,2022-09-13,On line it was stated that my flight would serve a meal.,Neutral
412,SFX,DEX,2022-09-13,The frequency in which I was able to get a water or beverage refill seemed a little below the normal frequency I have experienced on previous United flight.,Neutral
6008,OMX,ORX,2022-09-13,No free food offered. Loved the sparking water options thank you!.,Neutral
1123,EWX,CPX,2022-09-14,The snack I received was dry and not pleasant.,Neutral
1584,ORX,DFX,2022-09-14,No.,Neutral
915,CDX,IAX,2022-09-15,Healthier choices.,Neutral
37,EWX,EDX,2022-09-14,No.,Neutral
1590,CLX,IAX,2022-09-14,Flight attendants gave you the whole can!. It speeds up service so much. you get more than three sips - genius. Great policy.,Neutral
1044,AUX,EWX,2022-09-15,The club lounge food options were not very good. No toaster for bagels.,Neutral
5277,TUX,DEX,2022-09-15,Serve the whole can of juice.,Neutral
128,DUX,IAX,2022-09-16,No.,Neutral
128,DUX,IAX,2022-09-16,Was much improved since the last time I flew in 2019!.,Neutral
1206,KOX,LAX,2022-09-16,Macadamia nuts.,Neutral
766,RDX,IAX,2022-09-15,No.,Neutral
170,VCX,EWX,2022-09-16,"Wonderful chicken dinner Wellington burger, not so much.",Neutral
170,VCX,EWX,2022-09-16,Cold wheat berry salad has been on the menu for a number of years and it is inedible and most of the passengers Avoid eating it.,Neutral
201,GUX,HNX,2022-09-14,The green tea is not strong enough.,Neutral
699,DFX,EWX,2022-09-16,They should give you a whole can instead of a half of can.,Neutral
713,ORX,DEX,2022-09-16,Options of wine should be considered.,Neutral
203,ORX,OGX,2022-09-16,"For a 9 hour flight I find it unsatisfactory to only be offered 1 meal, towards the beginning, then with 7 hours of pay only options.",Neutral
83,EWX,DEX,2022-09-16,No.,Neutral
969,SFX,AMX,2022-09-16,No.,Neutral
946,FRX,ORX,2022-09-17,"Food choices were awful. And I had to find flight attendant to request a cocktail. Hot towels should have been offered right away. I flew Austrian Airlines Premium Plus. we were greeted with a hot towel, a cocktail and warm nuts. And a printed menu. United's premium plus was only worth it for the seat.",Neutral
1194,IAX,IAX,2022-09-16,Love Buffalo Trace...,Neutral
2019,LAX,TPX,2022-09-17,Beef salami has consistently been one of the worst salamis. The box also changed and no longer includes two cheese spreads but a sickeningly sweet fig spread. The breadsticks are a good change.,Neutral
3498,EWX,CMX,2022-09-17,Vegan milk would be nice.,Neutral
